year,adm_1,best
#date+year,#adm1+name,#affected+killed
2008,Uva province,24
2008,Uva province,3
2008,Northern province,3
2008,Central province,20
2008,Western province,11
2008,Northern province,12
2008,Western province,1
2008,Western province,25
2008,Northern province,0
2008,Northern province,1
2008,Northern province,1
2008,Western province,9
2008,Northern province,0
2008,Central province,2
2008,Western province,21
2008,Northern province,2
2008,Uva province,4
2008,Eastern province,7
2008,North Central province,27
2008,Western province,1
2009,Uva province,2
2009,Northern province,10
2009,Northern province,3
2009,Northern province,1
2009,Northern province,19
2009,,60
2009,,7
2009,Northern province,1
2009,Eastern province,16
2009,Northern province,1
2009,Northern province,2
2009,Northern province,1
2009,Northern province,10
2009,Northern province,5
2009,Northern province,7
2009,North Central province,4
2009,Northern province,1
2009,Northern province,40
2009,Northern province,3
2009,Uva province,8
2009,Uva province,3
2009,Uva province,1
2009,Northern province,1
2009,Northern province,9
2009,Northern province,15
2009,Northern province,1
2009,Northern province,12
2009,Northern province,4
2009,Northern province,1
2004,North Eastern province,2
2004,North Eastern province,13
2004,North Eastern province,7
2004,North Eastern province,2
2004,North Eastern province,1
2004,North Eastern province,1
2004,North Eastern province,2
2004,North Eastern province,1
2004,North Eastern province,2
2004,North Eastern province,2
2004,Western province,7
2004,Western province,1
2004,North Eastern province,2
2004,North Eastern province,2
2004,North Eastern province,3
2004,North Eastern province,3
2004,North Eastern province,7
2004,North Eastern province,1
2004,Western province,1
2005,North Eastern province,1
2005,North Eastern province,0
2005,North Eastern province,0
2005,North Central province,1
2005,North Eastern province,0
2005,North Eastern province,0
2005,North Eastern province,0
2005,North Central province,2
2005,North Eastern province,1
2005,North Central province,2
2005,North Eastern province,5
2005,North Eastern province,1
2005,North Eastern province,1
2005,North Eastern province,1
2005,North Central province,5
2005,North Eastern province,4
2005,North Eastern province,1
2005,North Eastern province,0
2005,North Eastern province,0
2005,North Eastern province,2
2005,North Eastern province,2
2005,North Eastern province,0
2005,North Eastern province,1
2005,North Eastern province,0
2005,North Eastern province,0
2006,North Central province,18
2006,North Eastern province,8
2006,North Eastern province,11
2006,North Eastern province,5
2006,North Eastern province,0
2006,North Eastern province,15
2006,North Eastern province,6
2006,North Eastern province,1
2006,North Eastern province,23
2006,North Eastern province,3
2006,North Eastern province,2
2006,North Eastern province,0
2006,North Eastern province,5
2007,Eastern province,4
2007,Eastern province,5
2007,Eastern province,2
2008,Eastern province,4
2008,Eastern province,2
2009,Eastern province,3
2009,Eastern province,2
1989,North Eastern province,0
1989,North Eastern province,50
1989,North Eastern province,0
1989,North Eastern province,100
1989,North Central province,44
1989,North Eastern province,31
1990,North Eastern province,4
1990,North Eastern province,2
1989,North Eastern province,51
1990,North Eastern province,50
1994,,5
1994,,3
1994,,7
1994,,4
1994,,1
1994,North Western province,1
1994,Sabaragamuwa province,1
1994,North Western province,1
1994,,3
1994,Sabaragamuwa province,3
1999,,2
1999,Sabaragamuwa province,1
1999,Central province,1
1989,North Eastern province,15
1989,North Eastern province,10
2002,North Eastern province,9
2003,North Eastern province,3
2005,North Eastern province,2
